Name,US GDP (AR) CONA,US PERSONAL CONSUMPTION EXPENDITURES (AR) CONA,US PERSONAL CONSUMPTION EXPENDITURES - DURABLES (AR) CONA,US PERSONAL CONSUMPTION EXPENDITURES - NONDURABLES(AR) CONA,US PERSONAL CONSUMPTION EXPENDITURES - SERVICES (AR) CONA,US PRIVATE DOMESTIC FIXED INVESTMENT (AR) CONA,US CHANGE IN PRIVATE INVENTORIES (NIA) (AR) CONA,US EXPORTS OF GOODS & SERVICES (NIA) (AR) CONA,US IMPORTS OF GOODS & SERVICES (NIA) (AR) CONA,US GOVERNMENT CONSUMPTION & INVESTMENT (AR) CONA,US GDP (AR) CURA,US PERSONAL CONSUMPTION EXPENDITURES (AR) CURA,US PERSONAL CONSUMPTION EXPENDITURES - DURABLES (AR) CURA,US PERSONAL CONSUMPTION EXPENDITURES - NONDURABLES(AR) CURA,US PERSONAL CONSUMPTION EXPENDITURES - SERVICES (AR) CURA,US PRIVATE DOMESTIC FIXED INVESTMENT (AR) CURA,US CHANGE IN PRIVATE INVENTORIES (AR) CURA,US EXPORTS OF GOODS & SERVICES (NIA) (AR) CURA,US IMPORTS OF GOODS & SERVICES (NIA) (AR) CURA,US GOVERNMENT CONSUMPTION & INVESTMENT (AR) CURA,US IMPLICIT PRICE DEFLATOR - GDP SADJ,US IPD - PERSONAL CONSUMPTION EXPENDITURES SADJ,US CPI - ALL URBAN: ALL ITEMS SADJ,US CPI - ALL ITEMS LESS FOOD & ENERGY (CORE) SADJ,US PPI - FINISHED GOODS SADJ,US INDUSTRIAL PRODUCTION - TOTAL INDEX VOLA,"US CIVILIAN LABOR FORCE, (16 YRS & OVER) VOLA",US TOTAL CIVILIAN EMPLOYMENT VOLA,US CIVILIAN NONINSTITUTIONAL POPULATION - 16 YRS & OVER VOLN,US UNEMPLOYMENT RATE SADJ,US EMPLOYED - NONFARM INDUSTRIES TOTAL (PAYROLL SURVEY) VOLA,US AVG WKLY HOURS - TOTAL PRIVATE NONFARM VOLA,US FEDERAL FUNDS RATE (AVG.),US TREASURY BILL SECONDARY MARKET RATE ON DISCOUNT BASIS-3 MONTH,US TREASURY BILL SECONDARY MARKET RATE ON DISCOUNT BASIS-6 MONTH,US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 1 YEAR,US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 5 YEAR,US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 10YEAR,US STANDARD & POOR'S INDEX OF 500 COMMON STOCKS(MONTHLY AVE NADJ,US DOW JONES INDUSTRIALS SHARE PRICE INDEX (EP) NADJ,US NEW YORK STOCK EXCHANGE COMPOSITE SHARE PRICE INDEX,US THE CONFERENCE BOARD LEADING ECONOMIC INDICATORS INDEX SADJ,US NET PRIVATE SAVING CURA,US NET GOVERNMENT SAVING CURA,US NONRESL. PRIVATE FIXED INVESTMENT - STRUCTURES (AR) CONA,US NONRESL.PRIVATE FIXED INVESTMENT-EQUIPMENT & SOFTWARE(AR),US RESIDENTIAL PRIVATE DOMESTIC INVESTMENT (AR) CONA,US NONRESL. PRIVATE FIXED INVESTMENT - STRUCTURES (AR) CURA,US NONRESL.PRIVATE FIXED INVESTMENT-EQUIPMENT & SOFTWARE(AR),US RESIDENTIAL PRIVATE DOMESTIC INVESTMENT (AR) CURA,US NET WORTH - HOUSEHOLDS & NONPROFITS (FOF) CURN,US TOTAL ASSETS - HHOLDS & NONPROFITS CURN,US REAL ESTATE ASSETS - HOUSEHOLDS & NONPROFITS (FOF) CURN,US FINANCIAL LIABILITIES - HOUSEHOLDS & NONPROFITS(FOF) CURN,"US GDP IN REAL TERMS,POTENTIAL OUTPUT (AR) CONA",US RATIO OF POTENTIAL AND ACTUAL REAL GDP (AR) SADJ,US MONETARY BASE CURA,US MONEY SUPPLY M1 CURA,US MONEY SUPPLY M2 CURA
Q3 2005,12683.2,8865.6,1126.7,1971.8,5767.1,2143,11.8,1303.9,2025.2,2383.9,12741.6,8908.8,1122.5,2002,5784.4,2155.6,11,1308.2,2042.1,2400.1,100.461,100.488,196.6,201.1,156.7,106.9835,149722,142287,226422,5,134130,33.7,3.46,3.36,3.58,3.79,4.04,4.21,1224.14,10568.7,7632.98,102.833,602.2,-262.1,347.2,1012.5,783.3,352.3,1010.6,792.6,57909.87,69776.06,23391.75,11866.23,12569820,0.99106,776374,1373.4,6562.4
Q4 2005,12748.7,8888.5,1098.4,1990.7,5798.9,2151,81,1336.7,2082,2373.4,12915.6,9010.3,1092.3,2034.2,5883.7,2194.1,82.2,1351.3,2140.6,2418.3,101.309,101.371,198.433,202.433,159.6,108.044,150032,142600,227196,5,134596,33.8,3.98,3.83,4.11,4.29,4.39,4.49,1230.467,10717.5,7753.95,104.167,651.9,-233.3,349.3,1018.2,783.5,369.7,1016.5,807.9,59579.55,71736.88,24127.72,12157.35,12642220,0.99165,784447,1376,6653.8
Q1 2006,12915.9,8986.6,1142.3,2003.7,5841,2200.2,65.8,1388.8,2121.3,2397.1,13183.5,9148.2,1132.5,2048.3,5967.4,2270.6,66,1414,2189.8,2474.5,102.071,101.798,199.433,203.7,159.6,108.9981,150556,143450,227764,4.7,135394,33.9,4.46,4.39,4.54,4.63,4.55,4.57,1283.037,11150.7,8271.79,105.033,675.6,-144.7,364.8,1060.7,775.2,396.8,1060.5,813.3,62008.62,74472.31,24747.4,12463.7,12717870,0.98467,795049,1381.8,6743
Q2 2006,12962.5,9035,1139.4,2011.6,5884.2,2189.9,72.5,1412.1,2144.9,2399.1,13347.8,9266.6,1125.1,2081.4,6060.1,2279.7,72.4,1456,2237.4,2510.5,102.973,102.563,201.3,205.467,160.7,109.6007,151123,144091,228433,4.6,135923,33.9,4.91,4.7,4.96,5.02,4.99,5.07,1281.767,11190.8,8138.86,104.533,677.2,-166.2,383.7,1066.3,740.1,428.6,1066.7,784.4,61572.35,74382.31,24801.21,12809.97,12792920,0.98692,803593,1379.7,6811.1
Q3 2006,12965.9,9090.7,1152.1,2024.5,5914.3,2162.2,67.5,1414.1,2170.5,2402.7,13452.9,9391.8,1132.4,2118.1,6141.3,2264.4,69.1,1476,2281.7,2533.3,103.756,103.312,203.167,206.767,161,110.1466,151587,144552,229166,4.6,136338,33.9,5.25,4.91,4.97,5.09,4.84,4.9,1285.59,11679.07,8469.65,104,659,-173.1,393.2,1072,697.4,447.6,1075.1,741.7,62315.23,75443.25,24880.25,13128.02,12867730,0.99243,804900,1366.3,6905.8
Q4 2006,13060.7,9181.6,1167.9,2054.7,5959.4,2132.9,31.8,1473.2,2168.1,2409.4,13611.5,9484.1,1142.2,2106.9,6235,2254.2,32.3,1538.2,2252.5,2555.2,104.218,103.294,202.3,207.833,160,109.9705,152359,145561,229896,4.4,136688,33.9,5.25,4.9,4.92,4.99,4.6,4.63,1389.477,12463.15,9139.02,104.667,654.1,-127,394.6,1079.3,660.2,461.7,1084.4,708.1,64464.39,77868.88,25270.75,13404.53,12941400,0.99087,809160,1369.8,7035.3
Q1 2007,13099.9,9265.1,1183.7,2070.3,6011.7,2118.8,14.5,1485.9,2190.8,2409.5,13795.6,9658.5,1153,2153.3,6352.2,2254.1,13.1,1564.9,2294.3,2599.3,105.31,104.245,204.314,208.995,162.6,110.4694,153050,146148,230839,4.5,137216,33.8,5.26,4.98,4.93,5.01,4.65,4.68,1425.299,12354.35,9261.82,104.767,477.4,-168.1,409.2,1078.1,631.7,489.5,1084.6,680,65008.92,78577.31,24860.6,13568.43,13012510,0.99333,812572,1370.1,7138.8
Q2 2007,13204,9291.5,1189.9,2066.1,6036.2,2137.7,23.3,1504.8,2188.1,2435.4,13997.2,9762.5,1154.9,2183.3,6424.3,2278.6,23.5,1602.1,2326.9,2657.4,106.008,105.069,206.67,210.08,166.2,111.1306,152764,145906,231482,4.5,137620,33.9,5.25,4.74,4.8,4.93,4.76,4.85,1496.43,13408.62,9873.02,104.567,533.8,-186.3,430.7,1095.2,610.4,519.9,1103.5,655.1,65948.63,79824.06,24635.7,13875.45,13087750,0.9912,818136,1374.9,7250.5
Q3 2007,13321.1,9335.6,1205,2076.8,6055.5,2135.6,29.8,1569.9,2208.3,2458.9,14179.9,9865.6,1161.4,2205.2,6499,2280.8,31,1685.2,2383.6,2700.9,106.447,105.677,207.942,211.223,166.8,111.7206,153071,145935,232210,4.6,137656,33.8,5.07,4.3,4.42,4.52,4.5,4.73,1490.813,13895.63,10039.3,104.333,495.9,-238.4,456.8,1101.3,572.9,556.1,1109.1,615.6,65883,79965.06,24055.89,14082.03,13163760,0.98819,823144,1370.9,7364.6
Q4 2007,13391.2,9363.6,1221.2,2086,6059.7,2113,10.3,1624,2188,2468.7,14337.9,10019.2,1172.7,2276.2,6570.3,2263,9.8,1771.6,2474,2748.3,107.069,107.002,210.416,212.617,170.6,111.9566,153598,146180,232937,4.8,137862,33.8,4.5,3.39,3.57,3.62,3.79,4.26,1494.092,13264.82,9740.32,103.667,472.9,-266.3,469.1,1113.3,525,575.9,1122,565.2,64483.65,78795.38,23391.4,14311.72,13241320,0.98881,825778,1376.8,7475.1
Q1 2008,13366.9,9349.6,1193.2,2070.1,6087.1,2079.2,0.6,1623.4,2174.3,2484.7,14373.9,10095.1,1145.8,2301.4,6647.9,2223,-8.2,1803.6,2548.1,2808.4,107.534,107.974,212.824,213.951,174.3,112.0106,153871,146253,232807,5,137897,33.7,3.18,2.04,2.09,2.1,2.75,3.66,1350.19,12262.89,8797.29,102.867,543.4,-453.5,476.8,1111.9,483.2,586.3,1118.7,518.1,61561.57,75976.25,22297.85,14414.74,13317920,0.99634,822025,1385.9,7621.9
Q2 2008,13415.3,9351,1175.7,2081.4,6092.5,2064.8,-37.1,1670.4,2146.5,2506.9,14497.8,10194.7,1126.5,2348.4,6719.8,2214,-49.3,1901.5,2640.2,2877.1,108.069,109.023,215.557,214.985,178.9,110.7108,154228,146032,233410,5.3,137491,33.7,2.09,1.63,1.83,2.07,3.16,3.89,1371.646,11350.01,8660.48,102.6,767,-822.5,493.2,1097.7,462.9,610.6,1109.2,494.2,59976.62,74332.19,21316.22,14355.57,13394600,0.99846,828062,1393.9,7735.5
Q3 2008,13324.6,9267.7,1139.6,2051.5,6072.4,2020.4,-29.7,1655.2,2134.4,2536.6,14546.7,10220.1,1088.5,2374.5,6757.1,2179.7,-37,1913.1,2670.5,2941.4,109.172,110.276,218.909,216.501,182.5,108.1232,154565,145241,234110,6,136700,33.6,1.94,1.49,1.82,2.12,3.11,3.86,1251.937,10850.66,7532.8,101.1,709,-724.8,493.1,1071,443.3,620.4,1090.6,468.6,56772.92,71272.63,20388.34,14499.72,13468290,1.01078,862716,1424.9,7830.5
Q4 2008,13141.9,9195.3,1076.8,2026.1,6080.4,1909.3,-37.4,1568,2038.9,2544,14347.3,10009.8,1019.9,2207.6,6782.3,2066.6,-44.5,1706.2,2296.7,2905.9,109.172,108.858,213.698,216.834,173,104.4294,154653,143924,234825,7,135019,33.4,0.51,0.3,0.73,0.99,2.18,3.25,909.8,8776.39,5757.05,99.367,619.7,-730.2,484,993.7,415,620.7,1018,427.8,51403.52,65598.5,19112.01,14195,13534010,1.02984,1406508,1528.5,8107.2
Q1 2009,12925.4,9209.2,1087.2,2035.5,6076,1687.5,-113.9,1434.5,1821,2527.2,14178,9987.7,1025.2,2172.4,6790,1817.2,-127.4,1509.3,1887.9,2879,109.691,108.453,212.493,217.67,170.6,99.0679,154235,141587,234913,8.2,132814,33.2,0.18,0.21,0.39,0.57,1.76,2.74,809.313,7608.92,4978.98,98.4,717.4,-1005.7,419.4,887.5,367.9,533.1,909.5,374.6,48522.04,62597.65,17598.7,14075.61,13582950,1.05087,1632745,1566.7,8345.3
Q2 2009,12901.5,9189,1071.7,2025.7,6078.8,1631.9,-160.2,1419.5,1749.8,2568.6,14151.2,9999.3,1011.5,2182.2,6805.6,1737.7,-176.2,1493.7,1832.8,2929.4,109.686,108.818,213.473,218.934,171.6,96.397,154811,140459,235459,9.3,131112,33.1,0.18,0.17,0.32,0.52,2.23,3.31,892.227,8447,5905.15,100.367,960.2,-1293.5,400,876.5,344.4,494.8,897,345.9,50711.04,64752.8,17966.71,14041.76,13630720,1.05652,1731939,1608.9,8400.7
Q3 2009,12973,9252.6,1122.7,2033.3,6090.6,1626.7,-139.2,1478.8,1836.2,2585.5,14242.1,10132.9,1051.3,2241,6840.6,1712.6,-156.5,1573.8,1976,2955.4,109.783,109.514,215.417,219.752,173,97.9135,154235,139339,236093,9.6,130078,33.1,0.16,0.16,0.25,0.45,2.47,3.52,996.697,9712.28,6910.88,103.267,919.5,-1368.5,380.2,879.8,359.6,457.9,895.9,358.8,53493.48,67520.31,18261.38,14026.86,13677320,1.05097,1723604,1653,8434.2
Q4 2009,13149.5,9289.5,1123.7,2053.4,6105.9,1646.6,-19.7,1556.8,1904.8,2576.9,14453.8,10236.4,1052,2285.1,6899.3,1731.4,-23.6,1680.1,2129.7,2959.2,109.919,110.193,216.813,220.59,175.8,99.4818,153544,138138,236739,10,129639,33.1,0.12,0.06,0.16,0.35,2.3,3.46,1088.703,10428.05,7184.96,105.933,956,-1307.7,361.7,918.9,362.9,434.1,932.8,364.5,54176.23,68177.5,18206.89,14001.31,13724680,1.04751,1991020,1684.2,8505
Q1 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13772500,1.04474,,,
